Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
9182.190441153067,4823.6444444126555,4920.278260842613,6557.2096774001275,8732.253846131838,12258.618181786755,14042.48181815581,9462.148160512232
