,0,1,2,3,4,5,6,7
AOI1 Saccade Lengths,9.262303249251213,24.72432719197344,119.97655749319755,106.08412919404567,132.0449838675119,425.6924837436263,451.0493875365852,38.64990711310863
AOI1 Absolute Saccade Angles,-43.39525731717134,-134.76753996777407,-3.8112974975997123,-152.43195901005245,37.773037969475126,-8.230131528940806,178.8718052696645,54.42656711936353
AOI1 Relative Saccade Angles,88.62771734939727,49.04375752982566,31.379338487547273,10.204996979527571,133.99683050158407,7.101936798605305,55.554761849699034,
