,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
AOI3 Saccade Lengths,39.935015580690575,33.83835755311135,96.26995162320377,104.61018146794969,110.90701453015187,68.33729357848881,19.887357954370454,14.698606340808553,36.36191280942114,1.6726081771603323,123.70388937882032,203.45894344088308,293.68365760112255,13.42627040031079,102.05931149014918,23.145030334117358,84.67850134768727,51.09493883505943,33.631097465466596,108.97628339793673,159.0732525638269,91.74569561748403,52.35409852079723,178.96996725136606,203.90020916104578,14.43086296106207,161.0165473585156,42.6509108123731,18.83342497444674,25.507435523049054
AOI3 Absolute Saccade Angles,100.45375041249375,43.396219367857505,6.931090836867094,-45.892894117269364,39.11253416741185,-117.58793757859024,144.60803950150571,-53.83646917703777,-158.93803230760125,103.12543310226783,4.2203984361184945,0.24163913556374497,-179.32946370474892,78.22853609991972,-173.93400656802172,98.98500288374427,-178.37449658326264,4.3833184602075095,98.15660217588464,-1.4019264169204606,-161.13160876650628,7.40809589505833,-28.294400508436244,163.5752864160523,8.768331227055153,-39.94301642964471,-17.73073335757312,91.48513817798501,-23.46164653447018,152.67871316410475
AOI3 Relative Saccade Angles,122.94246895536376,143.5348714690096,127.17601504586354,94.99457171531878,23.299528253997913,82.19597708009594,18.444508678543468,74.89843686943652,82.06346540986908,81.09496533385067,176.02124069944526,0.4288971596873542,77.55799980466863,72.16254266794142,92.91900945176594,97.35949946700687,2.7578150434701207,86.22671628432289,80.44147140719491,20.2703176504142,11.460295338435408,144.29750359650544,11.869686924488553,25.193044811002842,131.28865234330016,157.7877169279284,70.78412846444188,65.05321528754483,3.8596403014250953,
