,Mean,Standard Deviation
AOI4 Saccade Length,145.27016639516285,111.63555837458169
AOI4 Absolute Saccade Angles,31.80507269428591,142.26842970591915
AOI4 Relative Saccade Angles,63.21327575906319,58.7910493395878
