,0,1,2,3,4,5,6,7,8,9
AOI5 Saccade Lengths,122.31759953792685,18.0843465598369,196.9018205293134,65.75690085516769,54.19494284309582,135.09183654665182,35.80657156952711,86.85629241926088,76.6523273782142,125.00186062433622
AOI5 Absolute Saccade Angles,8.68698553126816,-70.076119434147,159.55755363437663,-164.68427769784128,152.66231875122676,-1.884150514121232,-177.28347192619268,-56.521033365176926,8.567069490963133,149.2814650956298
AOI5 Relative Saccade Angles,101.23689503458483,49.63367306852364,144.2418313322179,137.34659644906802,25.453530734652002,4.600678587928552,59.23756143898425,114.91189714385995,39.28560439533332,
