,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AOI5 Saccade Lengths,47.972025321732445,87.94799455257717,212.7169958673805,68.75186976114958,46.544497321024515,97.67602071710445,87.25275770079804,17.44385110394111,158.3482426541826,58.33119453949607,70.03174501078831,192.26585047057398,9.551848572692172,47.03601550254655
AOI5 Absolute Saccade Angles,86.59808162950986,-155.36716035918698,15.666927450475058,-136.60791926103482,9.756401043487351,-167.03338921925337,139.0943284307181,-173.06085147187002,-10.748790564654858,-47.59910311221288,118.38329451045706,-179.46607370176972,118.61287277150238,-112.2813633123778
AOI5 Relative Saccade Angles,61.96524198869683,8.965912190337974,27.725153288490116,33.63567969547782,3.2102097372592735,126.12771764997143,132.15517990258803,17.687939092784877,143.14968745244198,14.017602377330062,117.84936821222678,118.0789464732721,50.89423608388017,
