,0,1,2,3,4,5,6,7,8,9
AOI2 Saccade Lengths,14.33046019260063,14.391035716623717,77.9504069987945,35.34578972371104,10.241770225802773,199.92947246399297,204.0039203118279,33.82873988902514,15.082548263251459,16.772225009751335
AOI2 Absolute Saccade Angles,-5.8289980716023,-131.6975827480419,12.905665162030829,-161.88233801771688,-63.62613057640951,-2.452860662974076,171.78791137541197,-133.61756552171062,144.30655041981308,117.14815975084008
AOI2 Relative Saccade Angles,54.131415323560425,35.3967520899273,5.211996820252309,81.74379255869263,118.82673008656455,5.759227961613964,125.40547689712255,97.92411594152365,152.84160933102703,
