,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
AOI5 Saccade Lengths,49.2626201121022,167.84591474110604,92.43092926306848,54.9485433240831,254.94048523660416,258.30747461226593,99.15731039639522,50.72283396380714,104.68293142566266,54.78824513982258,49.80725184383177,21.9804136251533,67.0744731316437,52.28465687180272,11.609766583183387,56.53620551556916,54.98962127042714,51.402434665612375,24.365315291749294,55.07921131497713,48.98321017127234,28.241838895891654,82.31597269023808,45.6184668012954,99.62894123545537,13.256855107347624
AOI5 Absolute Saccade Angles,-149.67629387456992,-0.9970059546895192,55.12165113552578,-139.63002865688097,-171.37226564652565,7.623226290703918,-178.87846838908303,176.26905031649014,-174.2317075603982,-12.232356122736215,-162.65921657049108,-9.688301837658331,123.0978923160337,-69.21620297947857,170.7219885514217,25.962606091222426,52.57017823702533,-174.28003757657328,-172.7565502268716,-86.732037051895,89.04963089009202,41.35027623531578,-75.07380022745025,156.82776104147518,33.8549256249007,-161.8524682748698
AOI5 Relative Saccade Angles,31.320712080119606,123.88134290978468,14.751679792406762,148.25776301035532,1.004508062770434,6.501694679786922,175.14751870557313,170.50075787688834,18.000648562337993,29.573139552245152,27.029085267167257,47.213805846307984,12.314095295512251,59.93819153090027,35.24061753980071,153.39242785419705,46.850215813598595,178.47651265029836,93.97548682502341,4.218332058012986,132.30064534522376,63.575923537233976,51.90156126892541,57.027164583425524,15.707393899770496,
