,0,1,2
AOI1 Saccade Lengths,22.737437389181892,19.11684059989403,102.23745067449613
AOI1 Absolute Saccade Angles,-42.04400770471894,-160.93269012911762,-3.984994807430258
AOI1 Relative Saccade Angles,61.111317575601355,23.05230467831265,
