,Mean,Standard Deviation
AOI3 Saccade Length,58.89148134056258,54.375249419000795
AOI3 Absolute Saccade Angles,-2.31187775785367,116.81317850085908
AOI3 Relative Saccade Angles,96.90238723001845,52.06084587993876
