,0,1,2
AOI3 Saccade Lengths,77.86185331283752,52.567820567109635,58.99914003525226
AOI3 Absolute Saccade Angles,3.3744267270089026,-92.83413596893435,114.86593218782807
AOI3 Relative Saccade Angles,83.79143730405677,27.700068156762374,
