,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
AOI4 Saccade Lengths,137.00977419079936,20.467455388312693,114.04107247932511,67.73997363174298,38.45876106455953,31.88683532370832,205.04196378903725,29.208280438937983,86.28848243767125,236.6631717843703,33.69349290808587,224.39252407500555,187.81973324068852,172.39630674604825,94.33350419879095,94.2870073190082,79.85439157918914,9.9700784254044,228.11400484223336,81.70787701389267,180.72469203722952,281.40690790756923,9.272193872703562
AOI4 Absolute Saccade Angles,179.3110192622654,41.722397299895015,24.83892891013192,-114.51186491607233,119.117340890205,72.30147231137792,-173.13966190759905,136.64140954166697,-166.57779796191286,-9.080916674639099,-12.22569295665663,0.6767215191993562,173.1572011760127,171.1976451931258,-137.68682763594535,9.892974199215416,127.83975715262041,-159.2208041905206,-7.252689162761919,-172.60729444617138,179.42844703699905,6.918767482950172,-115.53818058518934
AOI4 Relative Saccade Angles,42.41137803762964,163.1165316102369,40.649206173795754,53.62920580627731,133.18413142117294,65.44113421897696,129.781071449266,123.21920750357981,22.50311871272625,176.85522371798248,167.097585524144,7.519520343186653,178.0404440171131,128.88447282907114,32.42019816483924,62.053217046595,107.06056134314102,28.031884972241308,14.645394716590527,172.03574148317043,7.490320445951143,57.54305193186051,
