,Mean,Standard Deviation
NOT_AOI Saccade Length,43.90931011473325,52.024055304667996
NOT_AOI Absolute Saccade Angles,9.851278631515292,100.62688670409176
NOT_AOI Relative Saccade Angles,123.77739884045356,54.375868134685476
