,0,1,2,3,4,5,6
AOI5 Saccade Lengths,68.695584149054,53.25203842567763,70.9484638654971,65.29860438668473,41.333683589987864,13.158305227797115,47.576981998721536
AOI5 Absolute Saccade Angles,-18.267054392624726,136.345678987873,-161.70551858755698,-32.426925129113485,12.588783724845355,24.785371764061868,132.33115161356173
AOI5 Relative Saccade Angles,25.3872666195023,118.05119757542994,50.72140654155652,134.98429114604116,167.80341196078348,72.45422015050015,
