,0,1,2,3,4,5
AOI2 Saccade Lengths,105.9424153685109,54.64599056104241,49.66890251876804,13.6714525258789,61.55384540819832,16.657140564671085
AOI2 Absolute Saccade Angles,-167.859530876104,-10.038091474279897,41.898391043024596,-112.39760807649483,165.08466810256812,131.58068326246115
AOI2 Relative Saccade Angles,22.17856059817587,128.06351748269552,25.70400088048057,97.48227617906294,146.49601515989303,
