,0,1,2
AOI6 Saccade Lengths,38.37299143737245,49.4112017305368,90.16288461772031
AOI6 Absolute Saccade Angles,-2.0954584183277882,36.54320396033109,-5.369597877966549
AOI6 Relative Saccade Angles,141.3613376213411,138.08719816170236,
