,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
AOI3 Saccade Lengths,77.50416204556093,98.5693474972036,55.303495954568646,75.77711156979424,66.64472360440523,133.36492802800245,45.87180847260671,146.22360995664212,31.95646138355741,28.01442181419731,7.311083077878365,53.15952826425286,9.551441897181922,9.82059898364303,133.05508028547317,68.01602437653722,29.915249217149324,61.21186950730031,30.1347220710922,54.845074316510946,51.76623612660457,45.59724377632331,310.1850215172328,438.56151774982413,71.55532972679366,43.5583532400797,34.476875452354655,23.043160701934028,333.09749452200225
AOI3 Absolute Saccade Angles,-42.38156390045909,145.5197088454201,178.60201598884518,1.327575995084354,-5.876416487434127,-174.2988367543655,-124.60582869727153,-6.610549592563729,34.083200425834555,15.803724711990947,38.52655582076732,140.27834918842998,-80.62197446396983,-81.3629725888514,177.11578640322668,-53.99425969346645,165.50304709318232,9.41535537270199,123.1102783546713,-168.7520625093604,24.428302239463676,34.475558864540005,-2.092782683669223,-171.47758051394985,70.81719110009243,-86.43685004572103,15.52986208374667,6.510474088385395,3.2596344437127533
AOI3 Relative Saccade Angles,7.901272745879203,146.91769285657494,2.725560006239195,172.7960075174815,11.577579733068626,130.30699194290602,62.004720895292195,139.3062499816017,161.7205242861564,157.27716889122362,78.24820663233733,40.90032365239981,179.25900187511843,78.47875899207807,51.11004609669312,39.497306786648785,23.912308279519657,66.3050770180307,111.86234086403168,13.180364748824054,169.95274337492364,143.43165845179078,10.615202169719398,62.29477161404224,22.74595885418655,78.0332878705323,170.98061200463872,176.74916035532738,
