,0,1,2,3
AOI1 Saccade Lengths,43.58720571857869,81.57749848095115,169.143267227318,82.26094864902356
AOI1 Absolute Saccade Angles,-120.8625097633227,162.213954846249,-2.696808375092549,5.93339930668585
AOI1 Relative Saccade Angles,103.07646460957169,15.089236778658439,171.3697923182216,
