,Mean,Standard Deviation
NOT_AOI Saccade Length,105.47278761881745,76.94899661450393
NOT_AOI Absolute Saccade Angles,-8.028950274622124,106.59303056028216
NOT_AOI Relative Saccade Angles,109.3965552670598,55.668462692639444
