,Mean,Standard Deviation
NOT_AOI Saccade Length,69.47775642430148,56.438367114846024
NOT_AOI Absolute Saccade Angles,-3.6397952925113506,105.32645491390593
NOT_AOI Relative Saccade Angles,122.9458928916127,50.77108300000041
