,Mean,Standard Deviation
AOI6 Saccade Length,74.27202854332506,42.08128298659068
AOI6 Absolute Saccade Angles,-10.911423282502595,133.72826128498195
AOI6 Relative Saccade Angles,81.21493781353674,32.510528613159885
