,0,1,2,3,4,5
AOI1 Saccade Lengths,54.09803393843254,41.338511603412286,291.3219536673362,175.24203527191978,282.85607497770434,183.83228548927514
AOI1 Absolute Saccade Angles,-148.11089955370937,161.86698974877805,-1.4122821132820924,177.18590554184175,178.31253688590468,-7.1216699152053025
AOI1 Relative Saccade Angles,129.97788930248743,16.72072813793986,1.4018123448761584,178.8733686559371,5.434206801109952,
