Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
38342.308974358915,34448.07142857143,35041.89740259732,34841.013600000006,38839.09611650481,46314.8647058822,72585.51428571423,38580.001664145195
