,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
AOI4 Saccade Lengths,56.8392765760279,74.427209448865,38.34311611221054,20.84747758845561,16.434566883952293,65.14580340890564,27.16167122982523,129.2752632876798,38.31684394148739,35.744668697732145,44.25911182636742,63.224378798089866,63.92886029982003,106.09501358972798,200.58633080303008,150.21373004420448,37.09228457272719,19.86580371318887,224.11850764273606,148.75004961097113,68.89690594991247,46.718210152704195,117.1625003543809,33.13440459655363,22.693183268178768,14.042175260199645,98.91972333611578,62.197273230076696,51.20363826241004,51.486936321597675,16.933055646656175,13.720719546177202,81.3764066360535,115.73800970097952,85.0868972855196,59.65957533676294,29.615132648163197,20.307919724539182,16.692688028605808,17.829331142187296,29.65068550538538,27.65834962629496,16.74618669361986,44.35936900276012,54.79446171072592,21.192133586819324,97.75410500501182,29.272202644005677,25.549906790272516,76.81471030095845,21.261036305282385,55.83917337390974,25.27063155925358,29.577844856136768,40.72857032701556,32.69189683782557,46.13508104676723,31.53202906680986,16.05691095463306,161.20994301090462,42.57283902951342,10.619674551072542,44.338975536804604,29.304021208307084,79.34161752353923,15.753419195740525,53.197601113732446,42.032148541624196,79.81706042126582,61.182324693373985,8.340872401817373,18.549189870437488,11.503212021710507,16.210085052040597,47.8427645969612,20.267909750618458,42.81826541932676,25.68383848808275,63.039433322574084,6.468183675545804,23.335185827451355
AOI4 Absolute Saccade Angles,95.96678669454285,174.26590271298613,-49.15796741932472,-33.561656390583494,-80.54908385776193,-164.20866612881966,1.0569844452470378,5.731749349730314,71.4888392411992,119.58465982813834,-155.9633522693639,-162.06929732740926,-147.080477830409,143.5859027707297,-6.45847103372685,-168.44505299160448,96.6037031909062,-178.4228429403497,-1.3111963160878102,172.1364575032699,-132.52559849297393,148.87206302148346,-18.17345852080418,165.37114906248343,118.99865659485737,105.99495962059544,-153.56804911224552,78.73686242594036,-49.207874765343014,-20.915130612949426,-30.1915828779204,100.07137908992479,152.3005556683711,-25.76719742430735,142.39104832711362,-54.1358609964099,170.89285513873625,147.56911253768374,10.636066179217853,159.05052699074326,-64.01268850891935,58.61583264729634,-93.797415905976,-166.91543458612193,127.16476133319132,66.74482112571916,-30.99743763751031,-8.554769316685617,11.768919905714297,143.42851844787026,27.64915990952774,-79.8585042147768,177.87061382984493,174.29897070502054,63.32144024964556,140.2025331027318,-146.83975851979582,153.82511452137476,-171.0271659151836,-6.73967496260743,-85.52291254414978,0.268278789896612,92.27462578022076,72.476320389863,174.67891069623005,-28.267825232012438,-95.40464017265636,-2.2717438178514606,176.18730936190622,97.95066975088584,-127.84989036160162,-12.11330450687572,119.00358564120421,-103.75112769047692,-96.20655657753359,-148.45247660976833,100.75834715171906,141.559835594717,-57.42463866340114,78.57291215573618,147.2646101226196
AOI4 Relative Saccade Angles,101.70088398155673,43.42387013231085,164.4036889712588,133.01257253282154,96.3404177289423,14.734349425933322,175.32523509551672,114.24291010853112,131.90417941306086,95.54801209750224,173.89405494195466,165.01118050299974,110.66638060113864,29.955626195543495,18.013418042122368,85.04875618251067,95.02654613125588,2.888353375738109,6.552346180642317,124.66205599624377,101.39766151445738,12.95447845771236,3.5446075832875783,133.62750753237395,166.9963030257381,79.56300873284096,52.304911538185884,52.05526280871663,151.7072558476064,170.72354773502903,49.73703803215482,127.7708234215537,1.9322469073215744,11.84175424857901,16.52690932352354,45.02871613514614,156.67625739894748,43.06695364153413,31.585539188474588,43.06321549966262,57.3714788437843,27.586751446727675,106.88198131985406,114.08019591931324,119.58005979252783,82.25774123677054,157.55733167917532,159.67631077760007,48.34040145784404,64.22064146165748,72.49233587569545,77.72911804462171,176.42835687517555,69.02246954462505,103.11890714691377,107.0422916225276,120.66487304117055,144.85228043655835,15.712509047423858,101.21676241845766,94.20880866595363,87.99365300967587,160.2016946096423,77.79740969363297,22.946735928242475,112.86318505935607,86.86710364519512,1.5409468202423462,101.76336038897962,45.80056011248744,64.2634141452741,48.88310985192009,42.75471333168108,172.4554288870567,127.7540799677653,69.21082376148738,139.19851155700206,18.98447425811813,44.002449180862705,111.30830203311659,
