,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
AOI6 Saccade Lengths,39.68969325074396,54.00905633251459,69.42908159190992,29.368249837087795,55.41123777662394,43.00135636052397,26.905936497256103,93.52547137369575,44.9035427690054,56.54134080675501,103.05218161936118,26.704785002001266,82.57860713423543,18.532561270218057,66.7018191487716,65.96292454594067,48.37129861024296
AOI6 Absolute Saccade Angles,-29.233361095933184,-41.18116482455145,136.63610727995453,-3.3448640295922245,-125.85548398385964,122.67695195145014,38.2948886368486,-2.068232024693763,-22.819203569538306,-35.11683155365771,68.96410156815655,-163.82699755337615,-80.98547560456261,159.86372440167153,-166.7726410933072,42.20184612234236,-8.891630198403844
AOI6 Relative Saccade Angles,168.05219627138175,2.182727895494049,40.019028690453275,57.4893800457326,68.53243593530979,95.61793668539845,139.63687933845765,159.24902845515547,167.70237201588057,75.91906687818573,52.791099121532696,97.15847805118645,60.84920000623413,146.6363654949787,28.974487215649514,128.90652367925378,
