,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
AOI5 Saccade Lengths,111.98069854548064,58.63011097497328,59.318851036624935,71.90375367114916,52.07713816879462,37.040039443939584,27.99152083001267,22.968340996669546,296.133032103606,31.413893391018313,5.1445799593880555,9.209991579039945,17.989831641272954,87.21888841463687,20.283793455714953,69.01808810788397,57.63517825890567,35.50954640551859
AOI5 Absolute Saccade Angles,-5.985809099214803,167.44525203694053,-14.389418201726121,0.3970447541102185,58.83905963257443,-46.67934588346187,-72.34558731028974,-94.7231743612914,179.7644362765896,138.8124549163535,38.54724294374481,-47.21022478977197,-76.58429013614352,28.122985668087388,89.5950677881363,-126.50855598564138,142.44467916181497,69.05011668716894
AOI5 Relative Saccade Angles,6.568938863844675,1.8346702386666427,165.21353704416364,121.55798512153578,74.4815944839637,154.33375857317213,157.62241294899835,94.48761063788102,139.04801863976388,79.73478802739135,94.24253226648324,150.62593465362843,75.29272419576908,118.52791787995108,36.103623773777684,88.95323514745635,106.60543752535396,
