,Mean,Standard Deviation
AOI3 Saccade Length,79.13920945188997,42.05812251631561
AOI3 Absolute Saccade Angles,-4.916007094218753,145.95828674541957
AOI3 Relative Saccade Angles,44.13951021724727,64.35137071735093
