,0,1,2,3,4
AOI3 Saccade Lengths,13.298937700141064,55.916738520678614,45.93871372944021,181.75400739129543,283.41493449075375
AOI3 Absolute Saccade Angles,-103.34943372007092,-17.668636722518603,-55.21439184278658,3.3566144904139956,168.33998114565523
AOI3 Relative Saccade Angles,94.3192030024477,142.45424487973202,121.42899366679941,15.016633344758771,
