,0,1,2,3,4,5,6,7,8,9,10,11,12
AOI5 Saccade Lengths,38.6437614682382,17.912565546983398,9.604829257699006,10.922563538526791,34.75986416448977,229.98391495277448,255.34492635646484,64.91489203255499,51.906804060130135,42.82143980170367,20.50816865759111,7.593757776824593,8.590986842581605
AOI5 Absolute Saccade Angles,127.81276266585843,150.4695250702168,-160.32930401331947,-112.88171884387636,-85.69310886585568,7.402370965713236,171.62165166224153,-77.08540116970617,49.970103726946896,37.28276375130055,-45.04198310442181,105.97897590371038,-40.68604257788176
AOI5 Relative Saccade Angles,157.34323759564165,130.79882908353628,132.55241483055687,152.81139002197932,86.90452016843109,15.780719303471729,68.70705283194768,52.94449510334693,167.31266002435368,97.67525314427763,28.979040991867837,33.334981518407886,
