,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
AOI6 Saccade Lengths,13.648924218959628,96.16746150345281,92.14082779358064,168.2627308894279,63.60929692704831,23.56263638146439,12.944990422594657,11.215286046620346,56.34394343583527,76.99630440625923,7.864138240421563,25.187371349613763,39.83744438504016,28.763792218789483,20.78598099104868,18.388098554337585,38.578286547379946,37.765950968019915,22.909278059543972,83.25113800873912,29.0617114243144,41.99967169157852,44.879937583952
AOI6 Absolute Saccade Angles,-109.09730061633779,-162.24499484502073,19.00935303201855,-165.99414540800265,13.890246530242376,82.78858414890176,-87.68733224794718,110.94194921308097,-89.70090513193776,121.72363521149516,-96.94233534399523,47.22594732282404,-7.499418227142192,-82.28060159371523,105.06597686814078,50.75347554621476,-157.10287241038654,-100.68961797305249,-99.49324704470257,119.75323947745338,-72.37769729781019,-67.92328743074843,-13.344801818339558
AOI6 Relative Saccade Angles,126.85230577131705,1.254347877039269,5.003498440021201,0.11560806175497156,111.10166238134062,9.524083603151057,18.62928146102815,20.642854345018737,31.42454034343293,38.66597055549038,35.831717333180734,125.27463445003374,105.21881663342697,7.346578461855998,125.68749867807401,27.85634795660127,123.58674556266597,178.80362907165005,39.246486522155934,12.130936775263557,175.54559013293826,125.42151438759115,
