,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
AOI3 Saccade Lengths,47.22849473764849,370.28876508009654,710.6530783138159,374.5738111947916,407.95582157951833,177.56813224476633,72.9457221728612,282.049749292243,174.5699125503981,175.72218506299586,52.27555475993979,145.82820821135059,94.31123746178956,152.55752152531977,182.2267162960855,252.12125567530643,57.01040689351012,86.61480752976105,14.203057784016291,161.23283263110247,40.965647220606364,253.09401266910268,22.24090951034313,180.52351962968336,95.38774074426284,309.15130571127753,111.55087908169925,184.3878091723374,388.34954587058354,103.75274918529622,72.547615392991,154.2621892581777,161.7196809147618,11.49016198168132,117.25084185106923,544.2586717876543,414.1757527976629,148.90589085904563,125.27184211974529,22.800232331503985,232.06246484388353,34.13642716588222,76.09981312803181,248.574289043981,12.520555010554174,63.18686952042807,55.77467949531582,92.84199970894812,105.07156776645189,224.43623673102738,202.8814061037446,27.652766632488234,51.26555827723607,111.75458238858079,70.44828185005767,244.43578618830196,153.45503627493318,136.0314457700032,161.96143668890727,118.16920088625014,306.30368469124824,270.7682357384628,60.41675043478826,158.95615152978624,121.87895541095929,265.9191404364014,150.49837853223497,48.466675407250406,44.66359990989266,171.84987500451516,44.549141526993765,98.67765465541447,238.40823399184364,40.58674717315245,408.94313781400723,43.83541166496913,54.62300802376796,180.44999152652093,70.48729511297417,58.18786963152498,203.83731116321928,84.30358566924019,321.19465136586365,250.97862669367288
AOI3 Absolute Saccade Angles,18.607155046098015,-6.452749192605918,-177.87049011921795,7.080919408839763,1.7737392553841322,-179.20368459237258,-176.5055061142756,-169.63356809590434,10.524086408909348,-3.3671752247841837,-150.89295387858414,23.634725862735223,-162.12770148938841,174.24017453028915,8.941365957845623,-166.66094211015695,27.17124851324591,163.85219728454584,-68.60017195205732,179.74445643766327,-33.896243732270506,-0.6542006076606444,81.23859392115263,-0.035599677580695224,-174.42387854458596,-173.08984141525164,155.60246376966026,-164.57903649333704,5.911869750965608,-158.81617566507884,70.01658019823583,-158.512313244995,160.93351996402504,-112.89457780180216,-29.759218818509524,4.654608083388997,175.24305267713103,-12.757299436086699,163.94156872441147,-20.489547126762616,-7.188379864685152,-92.71884332034232,9.198245125808391,168.97769823271184,-14.982622795438843,-89.12535697918571,-174.5748924739636,3.800463662925959,173.7322436134256,-179.08039254095587,-2.7861951225096058,48.05176566799855,36.69752569616334,10.324167085855766,1.9486798255734603,-177.6085168036444,-160.9949958624158,4.2972875148316945,16.889312435351442,-15.520823438490138,172.81912640771327,-2.5365836078745363,-62.18826193891462,-177.16899666419783,154.93622275992328,5.12347073210753,-16.184286426869956,-172.3710253421369,121.2440962889508,-162.93595612243624,-13.4114750484572,155.00813421929337,-4.653288282208152,-38.632766632756486,174.68984852606866,170.93684767693168,-7.927343973868775,-165.5466569355699,152.09476019658882,-6.738530399153532,13.747703456314753,-155.12226655684384,1.0244089471169848,3.835840887536197
AOI3 Relative Saccade Angles,154.94009576129605,8.582259073388,4.95140952805768,174.69281984654438,0.977423847756702,177.301821521903,173.12806198162878,0.15765450481367566,166.10873836630645,32.47422134620006,5.472320258680661,5.762427352123619,156.36787601967754,14.701191427556497,4.397691931997428,13.83219062340286,43.3190512287001,52.45236923660314,68.3446283897206,33.64070016993377,146.75795687539014,98.10720547118672,98.72580640126667,5.611721132994755,178.66596287066568,148.69230518491187,140.18150026299728,9.50909375569735,15.271954583955536,48.83275586331469,48.528893443230814,139.44583320902004,93.8280977658272,96.86464101670735,145.58617309810145,9.411555406257964,8.00035211321773,3.301131839501844,4.431115851174075,166.69883273792254,94.46953654434286,78.08291155384931,20.22054689309655,3.9603210281506813,105.85726581625313,94.55046450522212,1.6246438631104607,10.06822004950036,172.81263615438147,3.7058025815537468,129.16203920949184,168.6457600281648,153.62664138969242,171.62451273971766,0.44280337078214793,163.38647905877139,14.707716622752507,167.40797507948025,147.5898641261584,8.339949846203382,4.644289984412219,120.3483216689599,65.0192652747168,152.10521942412106,30.187247972184277,158.6922428410225,23.813261084733057,113.6151216310877,104.18005241138702,30.475518926020968,11.580390732249445,20.33857749849849,146.02052164945167,33.32261515882512,176.24699915086305,1.1358083491995383,22.380687038298873,137.6414171321587,21.16670940425765,159.51376614453173,11.13002998684141,23.85332449603918,177.1885680595808,
