,0,1,2,3,4,5,6,7,8,9,10
AOI2 Saccade Lengths,62.63416915052627,91.43036484730254,62.2848660698082,53.86260214566743,24.108533748994475,41.800052394151756,79.49144417128859,82.32110592735346,112.90751256418945,16.639808744390255,21.748766317496155
AOI2 Absolute Saccade Angles,-47.44146956967932,39.70448499423893,-167.65296642125304,-136.04163654930528,-179.0343880959369,66.22977035987495,-3.8165076708098677,-38.846586600352886,154.70349348384536,27.684652881144128,-100.19175360445422
AOI2 Relative Saccade Angles,92.85404543608176,27.357451415491976,148.3886701280522,137.00724845336842,65.26415845581182,109.95372196931518,144.969921070457,13.550080084198246,52.98115939729877,52.12359351440166,
