,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
AOI4 Saccade Lengths,36.12466774303012,476.2401238092792,38.777154049723926,330.5127379972118,114.27457028460223,125.75711463358415,116.5722594382981,156.8973808511384,44.51212888169283,63.17503504039249,77.73598199088498,35.435074736086385,30.653351374638486,35.68409856407956,61.801707440745325,114.96288979281559,10.619471131045007,16.376492227876167,24.077666099441895,81.45261876547688,128.43959046273358,99.7214759214419,46.79799565537892,81.87800116581043,58.58231795797809,32.007816731719956,19.196193779770137,43.68493489772235,39.30787782827536,83.53959946931234,71.14274363781574,38.18537595437146,59.09864449707769,72.03598773897178,65.17202650318325,29.988109572129108,47.107597456264806,27.9779136166638,102.94208622323241,23.35150136130083,83.21946190395668,38.85845438981327,50.00713502549585,113.26034344129917,57.07319783129928,97.42145659352984,187.7799031760994,50.473701220169396,55.16594734604438,17.351514140088717,83.94876349546634
AOI4 Absolute Saccade Angles,109.93317327388162,-175.2998969065686,137.45527465199788,5.694179938590275,178.8505093090491,0.24188199367496982,-161.1256150062101,179.87245033642446,49.11035828763087,-103.55736362824118,9.35906628583042,58.01748164843898,170.95814735631288,-76.11865747761698,99.11146247614253,-2.6398919459047625,160.87562319663616,174.29352363049603,171.97696241611717,-128.50273107036026,17.98979163282728,-173.2230587834754,-99.09886011453015,5.541081817666994,169.88489308307078,130.23227875563094,-169.41980072859226,-117.45702864470645,-179.9978735501312,6.836773905180368,9.120693702514703,1.9940682754639896,119.40209899207699,-168.30651397988788,-150.4560644812635,-125.3646197881567,98.86133901030078,-21.9883446710839,2.6025410540809815,-87.93355086863681,174.44599934079866,154.95743743645843,42.9987566458831,179.0643588828811,-102.53641048931843,26.11839673723063,2.300446507865529,-45.806421289020115,151.61527594107298,5.857474742499958,-47.63290960014168
AOI4 Relative Saccade Angles,105.23307018045023,132.75517155856645,48.23890528659242,6.843670629541187,1.391372684625882,18.63250300011494,160.99806534263456,49.2379079512064,27.332278084127946,67.0835700859284,131.34158463739146,67.0593342921261,67.07680483392987,4.769880046240499,78.24864557795271,16.484484857459083,166.58209956614013,177.68343878562112,120.4796934864774,33.50747729681247,11.21285041630268,105.87580133105473,75.36005806780285,15.656188734596203,140.34738567256014,119.6520794842232,128.03722791611418,117.45915509457522,6.8346474553115835,177.71608020266567,172.87337457294927,62.591969283386995,107.70861297196488,162.14955050137561,154.9085553068932,44.22595879845748,59.15031631861533,155.40911427483513,89.46390807728221,82.37955020943545,160.5114380956598,68.04131920942467,43.934397763002,101.60076937219951,51.34519277345096,156.18204977063488,131.89313220311436,17.421697230093095,34.24219880142698,126.50961565735835,
