Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
18827.54285714218,1613.699999999255,20013.073333332813,22334.62564102508,18386.83076922986,13704.9045454538,23140.942857142272,18772.8579925644
