,0,1,2
AOI1 Saccade Lengths,54.07097826582443,8.302567108942547,14.770282056851784
AOI1 Absolute Saccade Angles,-82.4636821808499,-141.78646212787007,14.423053626163108
AOI1 Relative Saccade Angles,120.67722005297986,23.79048424596683,
