Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
27024.420756365267,8333.874999985099,16741.264444432654,17685.931249988826,20427.363749989494,37033.36721310264,45004.54999998795,27480.83520096337
