,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
AOI6 Saccade Lengths,4.013830888386417,49.65630636545357,27.71304939400696,20.468763651007208,61.15336931455497,84.29939213398781,54.55502880758044,66.22708125604976,88.7913196000457,23.2120071943745,14.898707553637736,48.52533050858095,13.702413689140235,39.99233734816022,58.404537449878994,12.792526894446343,9.938250973986834,15.689604545824297,41.7360980157061,25.265536696459993,21.750818407427964,30.473097449866287,25.968675875566742,50.804775528226656,100.40843917838336,34.60582942502408,26.50691285772359,22.547535330455055,21.433865993788807,174.83707548082853,48.02724321224862,51.95633592476082,46.30994681930098,74.00534481124761,44.25311762754841,66.20981729305325,22.511067492636645,17.589628006276893,10.371131298278312,64.77440514456161,53.53027325952783,82.81074133713922,38.60255989098236,28.54897110378436,25.63905795310988
AOI6 Absolute Saccade Angles,89.6020168755047,5.218298218407704,-38.75030081252082,-61.310748772820084,121.38728322341852,-39.448518528222785,57.922730003620174,-141.36568185010898,174.62788471975153,45.31968409920388,30.799831463952785,-37.30414582600852,-63.42785623828603,56.628680336584615,155.74780260295057,-142.22703490769297,64.54928423179302,17.377140490492145,-106.04697600119493,27.12218397244513,171.38297132236156,5.421354021890923,-28.412287326429045,61.54510747314513,-133.30127991821365,6.151695008504154,67.64059271627634,-20.990093821799665,-13.420465221431156,-4.771829233749804,116.75552174404305,-176.75551982585392,-164.66003615767875,139.02245325582163,-179.87609975220616,-108.80175507772041,-32.316388766138175,-0.5640996350746307,-158.11932695995927,164.59704001393774,123.42464688183323,-39.65602147211695,104.64556142931079,-108.7702062786736,-178.60555023233476
AOI6 Relative Saccade Angles,95.61628134290301,136.03140096907148,157.43955203970074,2.698031996238589,19.1641982483587,82.62875146815703,19.28841185372914,135.9935665698605,50.69179937945237,165.48014736474892,111.89602271003868,153.87628958772248,59.94346342512936,80.88087773363407,117.97483751064351,26.776319139485974,132.82785625869911,56.57588350831293,46.830840026359944,35.73921265008359,14.038382699529386,146.16635865168,90.04260520042581,14.846387391358762,40.54702507328222,118.51110229222782,91.369313461924,172.4303713996315,171.35136401231864,58.47264902220716,113.51104156989693,167.90451633182482,123.68248941350036,138.8985530080278,108.92565532551427,103.51463368841776,148.24771086893648,22.444772675115395,142.71636697389698,138.82760686789547,16.919331646049844,35.69841709857228,33.41576770798436,110.16465604633883,
