,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
AOI2 Saccade Lengths,76.84517673540444,22.9826645797063,40.98213160767186,74.05494849643043,7.712251648948459,13.6673244168529,16.949240265103917,127.50123985626854,59.56674699471754,17.54132023664109,53.32510342862483,76.90936312994738,38.649918221545946,31.08642641513289,1.755301060654935,23.7373139121455,56.12243382989586,20.20310691866351,30.009927433448617,98.8195892040911,33.078451421116675,21.613332044686324,21.48429404507272,50.17733644698628,21.73942772419787,20.839225955444544,7.912805749135425,180.6100459409647,42.35146268522499,95.42009046772435,11.660807177839057,35.80254110157732,6.391302479330195,20.818893783130182,13.639462706725269,32.99841625132444,54.614053982702494,28.87162634715916,97.08752538060945,40.516421678780176,4.905690538479827,4.6715547039165966,58.81809786400206,9.03415717528267
AOI2 Absolute Saccade Angles,14.147651503466355,-133.70868392671932,-89.36893262708715,118.88748580764954,-45.8269818600427,-90.37380214268151,163.96174970677947,3.7360639798315325,-79.90364981974932,130.39194550045298,100.00944661824836,178.2866374899539,-8.640976709187004,-81.36379386386396,-156.2931907465805,46.36790283799966,-68.20789316872126,157.2479538495898,109.43609451597155,177.16518365591944,-1.2826257309317028,17.805373500502863,113.78071193763299,6.171822000315848,-59.31956675137743,6.379143429155654,-149.60128975723572,-178.68988624232097,143.4153770920643,-13.086655111014254,-144.07648424210197,123.69199251510136,-145.13829232982772,-134.5269549784899,157.88878025613818,-88.80538453398181,131.7859397127199,-107.83316301248126,7.940653655951321,159.9367515995215,-96.1955773278905,110.11997119593279,176.70393795186547,-164.08875371870116
AOI2 Relative Saccade Angles,32.14366456981434,135.66024870036782,28.25641843473668,15.28553233230777,135.45317971736117,74.33555184946097,19.77431427305207,96.36028620041915,30.295595320202317,149.61750111779534,101.72280912829446,6.927614199140889,107.27718284532304,105.07060311728348,22.661093584580147,65.42420399327908,45.45584701831106,132.18814066638174,112.27091086005213,1.552190613148865,160.91200076856543,84.02466156286991,72.39111006268288,114.50861124830672,114.3012898194669,24.019566813608623,150.91140351491472,142.10526333438526,23.497967796921465,49.0101708689123,87.76847675720335,88.83028484492907,169.38866264866215,112.41573523462803,66.69416479011998,40.59132424670171,59.619102725201174,64.2261833315674,28.003902056429833,76.13232892741196,26.31554852382328,113.41603324406734,160.79269167056663,
