,Mean,Standard Deviation
NOT_AOI Saccade Length,78.9147282750727,101.8166270674284
NOT_AOI Absolute Saccade Angles,0.5028359519872055,98.14512151772479
NOT_AOI Relative Saccade Angles,136.49972856611168,53.85579393007307
