,0,1,2,3,4
AOI1 Saccade Lengths,57.1096885230891,51.41612109649614,259.2739683284659,149.3459043755684,109.96747630778592
AOI1 Absolute Saccade Angles,-71.33070161575557,106.96393125654559,-9.247814098486309,-174.05531411691956,154.59294610362832
AOI1 Relative Saccade Angles,1.7053671276988216,63.788254644968085,15.192499981566774,148.64826022054788,
