,0,1,2,3,4,5,6,7,8,9
AOI3 Saccade Lengths,37.68799474332025,112.1971627753454,103.72010673160082,29.342965092069104,46.69759483054806,130.07743380626184,67.51343614876224,29.488773565351025,32.22387397909996,5.355391915512618
AOI3 Absolute Saccade Angles,114.39962222441446,-12.644679605511815,-179.48521899963336,-7.879986260489259,159.87012229341036,-18.609527456411865,132.40702216764606,-146.1502277259766,62.193517477750056,115.29369338561439
AOI3 Relative Saccade Angles,52.95569817007374,13.159460605878445,8.394767260855891,12.249891446100369,1.5203502501777635,28.98345037594209,98.55724989362267,28.343745203726655,126.89982409213567,
