,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
AOI6 Saccade Lengths,111.67736595707942,130.01542260507495,147.1417818363568,104.79404404394748,233.78010073562717,26.00282735171108,48.32283709858191,137.19967880022617,97.70258834779689,80.3821111670865,72.62277353490549,33.03728831580773,123.6519153668114,43.5621703453686,39.75002776034801,248.13255794941392
AOI6 Absolute Saccade Angles,-4.002733340684413,173.63087686565012,16.963220533960314,-0.226196065940535,-164.5983336619109,63.20077432646814,18.562586740334744,168.51623825863274,-14.603537563893946,26.3531917092255,-115.12353314462993,154.82510369964544,-10.909377717079185,29.651311654965188,56.114166055321625,177.26546739284888
AOI6 Relative Saccade Angles,2.3663897936654488,23.332343668310173,162.81058340009915,15.627862404029631,47.79910798837905,135.3618124138666,30.04634848170202,3.1197758225266696,139.04327072688056,38.52327514614456,89.94863684427536,14.2655185832754,139.4393106279556,153.53714559964357,58.84869866247275,
