,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
AOI2 Saccade Lengths,119.19565114827256,17.47165812501685,34.36295895300011,72.23708742542446,53.50842428692344,106.82452557182927,81.88471213629764,124.16114203764374,93.0201817143195,51.69156036540456,49.42859966538144,31.743437981581906,93.5907668863487,17.360834723249027,17.89493162496695,128.98651793557377,242.70074409294412,79.12529784335896,192.90086922594506,23.732346695303598,62.55121234835772,110.07322933322088,56.86050287902769,34.25885918670483,20.72955520337759
AOI2 Absolute Saccade Angles,25.751523580091888,-82.72155862991592,-129.9978008590135,22.129047080415603,164.54811889366306,169.57166870313358,-104.61356536194883,30.449000358660463,-160.87929906841967,-149.97853207257106,23.141874119586387,28.32923503887102,5.09639073917756,80.45487785653317,-10.386519641168334,177.542607409082,-6.094455296959033,-10.089160515897698,174.09191889110602,58.93195714182892,-110.0843599697419,146.15638434668494,-23.39761715293579,-64.71105698272406,76.8636241223476
AOI2 Relative Saccade Angles,71.52691778999218,132.7237577709024,27.873152060570895,37.58092818675254,174.97645019052945,94.18523406508241,44.937434279390715,11.328299427080097,169.09923300415142,6.879593807842564,174.81263908071534,156.76715570030655,104.64151288264439,89.15860250229848,7.929127050250317,3.6370627060410152,176.00529478106134,4.181079407003746,64.84003825072288,10.983682888429195,76.24074431642683,10.445998500379268,138.68656017021172,38.42531889492833,
