,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
AOI4 Saccade Lengths,74.4323705027255,83.54879173645654,122.63950915490503,68.8409479139749,73.34312735965935,48.12716051984643,28.335031333603787,13.181756342485787,97.1797203864678,20.45468716301697,112.26728634952751,237.9876234211811,273.03029699535693,6.542518846526263,330.0098652953762,306.44605798409924,15.176457727559994,41.34066501981306,91.08306150273802,43.39136205824791,105.09846106843916,94.1881658006583,70.37959448541747,84.9797077836507,32.216410400387474,45.37902962786777,45.64491119771922,67.14583989092259,23.37422106257451,22.159460102806218,16.719062045936997,14.855722234374678,10.082154378483587,12.18797094357911,50.7606927654066,150.18195328756246,40.3712628461824,63.427739104678736,255.37809936342734,68.32817799107285,78.46519232622444
AOI4 Absolute Saccade Angles,-173.40842674207875,145.13330235291528,13.115408014413013,-93.5896925191158,98.37427332045881,-161.3019449190627,-98.91076908694357,-133.04729130603178,28.31650031908005,25.449332880830262,-141.81412813364997,2.48294173177208,179.83054206085282,142.8489557923849,-3.1467951342110743,176.59992482965401,45.66381119080657,50.03000781497642,174.0186487444936,0.9140612919870444,-38.825727844089606,-1.7082056123181828,130.3633095868464,-155.69509105461262,-178.29569298903368,55.05485297571095,-98.51699090772522,-2.3867791575027417,55.018279571006715,132.5626426418382,141.11678441040826,163.56969273970827,172.22566864378842,41.63728566998433,-40.511043779910324,176.51393391700174,24.6929538092374,-99.93740374369919,11.032908459970798,170.4939298598953,-159.08744383018015
AOI4 Relative Saccade Angles,138.541729094994,47.98210566149776,73.2948994664712,11.963965839574604,79.6762182395215,117.6088241678809,145.86347778091178,18.636208374888163,177.13283256175023,12.736538985519756,35.70293013457794,2.652399670919292,143.01841373153212,34.004249073404026,0.2532800361348864,49.06388636115253,175.63380337583013,56.01135907048285,6.89541254749347,140.26021086392336,142.88247776822857,47.928484800835406,106.05840064145902,157.3993980655789,53.35054596474461,26.428156116563855,83.86978824977754,122.59494127149055,102.4556369291685,171.44585823142998,157.5470916707,171.34402409591985,49.41161702619589,97.85167055010534,37.024977696912046,28.179019892235672,55.36964244706342,69.02968779633002,20.538978600075485,149.58137369007548,
