,0,1,2,3,4,5
AOI1 Saccade Lengths,16.21035120851993,129.18136387203634,291.0601117158985,111.03255345041968,241.09507706468506,45.39881015124521
AOI1 Absolute Saccade Angles,162.11065762913128,166.61454495304315,0.7528234882835503,-24.061260787274513,-177.6711512140233,-161.55363134552067
AOI1 Relative Saccade Angles,175.4961126760881,14.138278535240403,155.18591572444194,26.39010957325122,163.88248013149737,
