,Mean,Standard Deviation
AOI2 Saccade Length,100.845264344793,88.1961226438598
AOI2 Absolute Saccade Angles,-18.52431380028879,117.88926120650994
AOI2 Relative Saccade Angles,81.81207599996397,68.0186385579175
