,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
AOI3 Saccade Lengths,124.67571205469255,287.3243053514996,86.08662431082669,220.44024884838055,42.52846537521753,112.45191454600015,24.158582297917075,101.59950584945867,47.726249663948394,43.01186040482754,69.47811278347748,51.928163975485674,148.49369465109825,14.786585399480279,50.826508432035396,232.4220702129295,82.75895017365728,56.88855445764622,68.79864087057949,58.09811934365841,15.9366131143278,64.0118105469055,170.66361462886618,23.393157022166495
AOI3 Absolute Saccade Angles,174.58563104881037,-13.476142132001382,61.51847511418789,-171.4782917631083,-169.30482485433973,-163.9375746893785,176.76415662404676,44.79415255432188,1.3207315276249798,-134.57998923227834,-46.848900464651074,59.17441080414992,-178.29898258684912,-100.59248807792693,106.34687441806244,-8.47134890233495,-177.55950647879297,32.1451266817836,-50.22807852263594,0.8647860456899068,-25.795438806219554,156.37388530534292,177.18486646055467,10.6760768034352
AOI3 Relative Saccade Angles,8.061773180811732,105.00538275381074,52.996766877296196,177.82653309123143,174.63274983503877,160.70173131342526,48.029995930275135,136.5265789733031,44.09927924009669,92.26891123237274,73.97668873119902,57.47339339099904,102.29350549107781,26.939362495989375,65.1817766796026,10.911842423541966,29.704633160576584,97.62679479558047,128.90713543167416,153.33977514809055,2.169324111562485,159.18901884478828,13.491210342880551,
