,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
AOI6 Saccade Lengths,104.89160521794307,53.927216935401184,14.429516012656924,70.01887819409632,96.70784803845405,87.90444164349388,23.20151709210277,26.230780778204632,32.6551219310578,45.67039819676729,25.75654193567963,20.25848601540697,21.847570668480216,98.2884047558218,51.81062037393431,103.10214519148208,33.716891605358654,90.73723626394143,21.526227433784722,66.2060797973691,34.873108739879314,10.000969626661055,40.77873707293634,65.36609309659,87.11870460413007,75.41088026366091,143.71103441685412,16.831044372238235,66.49181731020788,99.32529821217402,103.71161948541493,104.43056443743203
AOI6 Absolute Saccade Angles,14.495794598695118,-156.16825060885395,-90.71946377503633,178.00126166380142,21.61329954053426,-153.84511376447054,14.997522432835966,24.434812756188595,153.9347760041244,177.22607294011817,106.58185841806413,104.25658141435817,-37.67815491321623,5.048082541398038,-8.975006227116454,-157.1274726669588,79.8224098971152,-164.70599376886148,-11.030097202896965,30.78756584694235,23.68766338649694,159.67690315196265,-104.7618951273565,-16.417793129470496,25.6561553178537,-165.4870043159477,-168.79125790244737,54.09954594806262,8.163221460071854,154.7081364028317,-3.493090345529218,-150.4792756866666
AOI6 Relative Saccade Angles,9.33595479245093,114.55121316618238,88.72072543883772,23.612037876732852,4.541586694995223,11.157363802693515,170.5627096766474,50.50003675206421,156.70870306400622,109.35578547794597,177.67472299629407,38.06526367242561,137.27376254538575,165.9769112314855,31.847533560157682,56.94988256407397,64.52840366597667,26.324103434035493,138.18233695016065,172.9000975395546,44.01076023453432,84.4387982793191,91.655898002114,137.9260515526758,11.143159633801403,176.69574641350033,42.89080385050999,134.06367551200924,33.455085057240126,21.798773251639055,33.01381465886262,
