,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
AOI2 Saccade Lengths,191.40729784924403,121.99539380661969,401.06558555776417,10.997388243761764,73.60193252430173,128.21272838475082,30.36381313115744,32.05688103370595,163.17561957727978,71.64507755750971,7.786398764039724,54.3719709536375,11.495833170875446,45.76650029075656,38.859914170816864,64.146912220851,206.08674474213512,138.22335086504523,106.32287067479021,97.43547249412175,91.94103082456981,131.6370987477115
AOI2 Absolute Saccade Angles,19.85814821297018,-1.059200404054831,-176.66862303225213,28.461134943618095,15.241843505166477,-26.277991296188425,144.41491003615835,-166.41631874123453,162.8604810336693,-157.03872443794833,-165.54528258297978,-34.810010459463015,148.284925133395,92.4599628350379,-49.06067063341346,-172.02514031663387,15.945163722286951,-153.53227656632916,19.54883687293653,12.389404015983107,176.1251660254072,-140.69064147248497
AOI2 Relative Saccade Angles,159.082651382975,4.390577371802704,25.129757975870216,166.78070856154838,138.48016519864507,9.307098667653223,130.83122877739288,149.2767997749038,139.89920547161756,171.4934418549685,49.264727876483214,3.0949355928580027,124.17503770164289,38.47936653154866,57.035530316779585,7.970304038920824,10.522559711383888,6.918886560734309,172.8405671430466,16.264237990575925,136.81580749789214,
