,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
AOI4 Saccade Lengths,89.98641726076058,225.84286526164004,95.26084876218582,22.419654035743697,148.6521623222583,131.10736380221635,219.76007029793317,21.357563823598255,36.9673488363179,121.18174632284118,65.28597468349619,74.18726528581652,22.285411013224714,53.20461855918042,36.009254937123835,164.9781089335389,48.773974425445736,14.466162307763426,147.46733730095448,78.82680341992841,46.33437168984957,162.63887798906956,106.385018586166,52.21038967590525,67.7195361651445,106.16495306641262,20.086682019308622,200.741615632436,155.14774936289007,46.3330917637441,22.273397064756825,9.12693021948922,180.17593148263074,89.48182176199327,83.88724457556935,17.210405656908655,42.08603345491772,43.537801327244786,15.10975018963383,6.722047226386743,27.168640502626666,53.168508055271076,58.481286901390824,49.301930041007914,92.72257001805222,38.4017391966721,38.54599646368116
AOI4 Absolute Saccade Angles,-174.22441618441277,174.93756572327771,-33.074692832931966,-142.72329813289878,10.037878283641982,-8.36779101153077,168.84222867414405,-79.34673517860973,-99.15542952698816,148.21990133300397,-125.35018711172906,51.37936839720667,-138.41592400212485,-130.01044500484258,-27.730874585810508,25.928900736893475,-33.50662054817677,120.52368984682023,-160.8654765354404,161.2186386573293,19.186204591776516,8.24579883590963,-146.98188708668957,162.07111731800802,166.14968157212536,14.739253820782345,-18.331257960982548,-12.586494275305776,169.50168826285207,-40.014925865630076,60.04152505960492,154.548427762149,-171.3911601166076,39.72600314456068,-162.99509340157167,-115.90190491385418,41.87585548270878,12.733555223217927,18.065102798588207,-164.31341150288145,-110.19079884568363,-39.16858308869835,157.62319685463038,28.327453266112997,-174.55706351776257,23.006495555729465,-133.9734530946708
AOI4 Relative Saccade Angles,169.1619819076905,28.01225855620968,70.35139470003318,27.23882358345924,161.59433070482726,2.7899803143251805,68.18896385275377,160.19130565162158,67.37533085999212,93.57008844473305,3.2704444910642723,9.795292399331519,171.59452100271776,77.72042958096792,126.34022467729602,120.56447871492976,25.96968960500301,101.38916638226061,142.0841151927697,37.967565934447215,169.0595942441331,24.772314077400807,129.0530044046976,175.92143574588266,28.589572248656985,146.92948821823512,174.2552363143232,2.088182538157864,29.51661412848216,79.94354907476499,85.49309729745592,145.93958787875658,31.117163261168272,22.721096546132337,132.9068115122825,22.222239603437057,150.85769974050913,174.66845242462972,2.378514301469658,125.87738734280217,108.97778424301471,16.791779943328745,50.704256411482596,22.884516783875583,17.563559073492055,23.02005134959975,
