,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
AOI5 Saccade Lengths,355.50499364191785,116.24430531259223,37.65071838471648,14.61017179571498,43.46590097262651,33.99219320093002,26.014950347734754,44.65171106296996,49.45753413891967,86.01848656724447,73.05624377850005,34.314522972614974,57.21734146672967,50.6386019439351,27.649925835141353,129.24008942630738,63.6928884670313,17.521032673577082,82.5425186655374,40.31874800244372,68.16362851715601,52.42917871625716,13.420217411147657,164.06813291645705,37.322422342598635,38.71141495280388,14.487326105724714,48.20381838380567,223.49174944196426,40.876882596213775,23.03040416196244,8.41521502910681,113.470761656163,62.43360102028108,45.50349810418175,35.036224432402015,54.35918837150635,39.75737838456189,42.77014557924382,52.714715849581125,54.55584844738021,63.36712630463377,61.72977003488268,19.882264175485965,34.76832864964203,17.170492817536292,31.12344929774629,216.4250400280324,90.06376835560636,81.75735314997486,63.86910490420824,77.39649414615914,56.58436014836378,93.64155245791657,159.36772148871196,87.9248543646088,48.21756988537508
AOI5 Absolute Saccade Angles,-171.520609179754,-1.9581607739355085,141.21506270019145,-12.520793626946785,-39.72658560014567,152.07355557488512,13.036441593540783,76.82693572192589,-91.17632712244375,6.37281986931705,38.602895956410734,171.3495545659178,-156.35591875953722,-114.82944116521385,122.52900077478446,164.03403985226527,-31.726640890712858,-8.005994084944232,177.16928826309592,-110.85025953773297,22.874689588329325,-173.30787362841457,164.421898689,0.22344833932854227,27.746348316392638,-24.575391743671243,105.84233921523153,33.720805001724266,179.85197723248731,-70.66792716429661,-66.89263984936862,-101.86503971029529,27.001324076344876,166.1396703991442,165.8155533101341,5.4830344166239255,-178.53526616531954,-65.54461584386449,-154.21538990420865,65.75533444007266,-117.29395173607566,60.749004588139634,-10.320265477982838,-57.20951250103134,-103.76290225814658,20.65974768628247,164.0801618799885,-4.181282926812618,150.02393030218894,-169.60533643096755,152.06684716599867,-128.56628727885135,76.26242879264892,-138.1397565967786,5.4722874221257864,166.12213251605743,-116.04215875514905
AOI5 Relative Saccade Angles,10.43755159418153,36.826776525873036,26.264143672861763,152.7942080268011,11.800141175030785,40.962886018655674,116.20950587161488,11.996737155630358,82.4508530082392,147.76992391290634,47.25334139049295,147.705473325455,138.47352240567662,57.3584419399983,138.4949609225192,15.760680742978122,156.27935319423136,5.175282348040146,108.01954780082887,46.27505087393772,16.182563216743887,157.72977231741456,15.801549650328562,152.4771000229359,127.67825993993613,49.58226904109723,107.87846578649275,33.86882776923694,70.51990439678394,176.224712685072,145.02760013907334,51.13363621335984,40.86165367720069,179.67588291098988,19.667481106489845,4.018300581943459,67.00934967854496,91.32922593965584,39.97072434428131,3.0492861761482932,1.9570436757847225,108.93072993387752,133.11075297695152,133.44661024288476,55.57735005557095,36.57958580629398,11.738555193198886,25.79478677099843,139.6292667331565,141.6721835969662,100.63313444484999,24.828716071500242,34.40218538942753,36.3879559810956,19.350154906068376,102.16429127120645,
