,Mean,Standard Deviation
NOT_AOI Saccade Length,62.37234307029787,48.153894228131755
NOT_AOI Absolute Saccade Angles,-0.4351863476447205,101.18232626836222
NOT_AOI Relative Saccade Angles,122.485644437737,53.201502132260494
