,0,1,2
AOI2 Saccade Lengths,48.86927069128208,151.70292811103764,115.82521437438169
AOI2 Absolute Saccade Angles,132.71635268527206,-9.633760643627062,162.22715313784352
AOI2 Relative Saccade Angles,37.64988667110087,8.139086218529403,
