,0,1,2,3,4
AOI1 Saccade Lengths,24.919280223548256,83.76709855846963,107.54451508991767,73.66234603007618,75.16559093482624
AOI1 Absolute Saccade Angles,-7.312196833317512,-5.001858819811192,-18.8850882988376,-21.456074756810292,151.09520361617834
AOI1 Relative Saccade Angles,177.68966198649366,166.11677052097357,177.4290135420273,7.448721627011376,
