,Mean,Standard Deviation
NOT_AOI Saccade Length,67.20556980334715,56.63480699350962
NOT_AOI Absolute Saccade Angles,11.81265362764357,101.83573418614131
NOT_AOI Relative Saccade Angles,127.7933093641095,51.14374220856061
