,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
AOI1 Saccade Lengths,165.13757030232367,286.0567499224199,245.3133461781232,122.5290484671316,21.209918139083744,59.68580008911578,88.37536859285268,27.532503835615643,105.29032756520466,46.344777050906565,112.35697701642837,247.0856795492226,20.838856050592486,87.4284465559772,30.14296561453821,28.958382384980492,31.58944901647646,27.12657786195452,104.82004438466198,58.36843011336043,202.05715525207265,31.769303651120495,27.190295131173915,33.526261917075196,122.16244194754617,26.870516085931467
AOI1 Absolute Saccade Angles,-12.447135857829448,178.95989549015053,1.3765576066189416,171.31767803613872,-17.291517389133055,166.41355922520748,-35.38847741698703,-127.05708099392601,31.746090500881582,-123.36992133452198,22.16196589974222,-178.74196312299063,106.86924820330744,-4.029989540279075,-43.772570547285966,-62.797688200488906,90.61338691768013,-107.13646116913286,-1.0360032449030674,10.432363450492007,173.04284210109327,158.41891489908596,-33.64400782042874,-70.89339685243209,-179.200920261518,76.28179515883978
AOI1 Relative Saccade Angles,11.407031347979947,2.416662116468442,10.058879570480233,8.609195425271766,3.705076614340536,21.802036642194512,88.33139642306104,21.19682850519242,24.883988164596456,34.46811276573581,20.903929022732857,105.61121132629806,69.10076225641349,140.2574189929931,160.97488234679705,26.58892488183098,17.74984808681296,73.89954207577021,168.53163330460492,17.389521349398727,165.37607279799266,12.062922719514697,142.75061096799664,71.6924765909141,75.48271542035778,
