,0,1,2,3
AOI1 Saccade Lengths,41.885269041403355,143.49174875195735,175.3964756829251,148.34740463645474
AOI1 Absolute Saccade Angles,-143.94850716354966,8.21195185898124,178.0937451029618,-165.77605494289293
AOI1 Relative Saccade Angles,27.839540977469103,10.118206756019429,163.8698000458548,
