,Mean,Standard Deviation
AOI2 Saccade Length,188.07564835859026,157.10344049671068
AOI2 Absolute Saccade Angles,8.918846649854645,118.79310846097583
AOI2 Relative Saccade Angles,76.24535835248135,67.23459759221913
