,0,1,2,3,4,5,6,7,8
AOI2 Saccade Lengths,54.68074902050543,52.99143197527588,54.5000669208228,61.065492448561585,16.684222965360966,63.288482382276726,81.19450276812762,42.02937520703962,45.15903451739909
AOI2 Absolute Saccade Angles,-94.53596919892844,131.00611929667622,167.47380496659468,-1.6640451886796352,149.35012440216104,-40.757347408964534,137.91206151281608,-113.61871933583882,-153.74902258282623
AOI2 Relative Saccade Angles,45.54208849560464,143.53231433008156,10.862149844725725,28.985830409159327,10.107471811125576,1.33059107821939,71.53078084865487,139.86969675301253,
