,0,1,2
AOI3 Saccade Lengths,56.88622319997498,186.63972989451804,83.57253529060488
AOI3 Absolute Saccade Angles,62.2754317366981,177.87808181293826,-41.765288242205095
AOI3 Relative Saccade Angles,64.39734992375986,39.64337005514334,
