,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AOI6 Saccade Lengths,97.21057637946151,89.58249488100654,40.49356664352357,99.85806368265467,317.39325472714916,17.994864709885665,19.96134391702627,5.8799575726545,16.971728108983083,214.9520944647089,185.57034984907077,43.96564778047458,8.367652796111706,55.843990039131654
AOI6 Absolute Saccade Angles,4.868937165601662,-168.282357878516,-84.45160282661863,171.86148895801077,6.0886383327927955,115.36952418298213,-2.01030878617162,98.24342740171073,-148.15080125320193,176.6129266693455,-169.59355751670824,14.943020886869151,107.03073968357045,-149.58877364121264
AOI6 Relative Saccade Angles,6.848704955882359,96.16924494810264,76.31309178462936,14.22714937478205,70.7191141498107,62.620167030846275,79.74626381211766,66.39422865491265,144.76372792254745,166.20648418605376,4.536578403577384,87.91228120329869,76.61951332478309,
