,0,1,2,3,4
AOI4 Saccade Lengths,49.964180878483454,289.13888249204444,196.7468862776615,99.69964858843989,57.561206925975966
AOI4 Absolute Saccade Angles,4.3309574842377945,-175.63675532456384,-6.597306756458908,-175.60698046392355,151.3272252765301
AOI4 Relative Saccade Angles,0.03228719119838334,10.960551431895086,10.990326292535366,146.93420574045362,
