,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
AOI5 Saccade Lengths,127.18846966092038,60.591089285536995,55.5609946726795,118.5558705650543,149.77746064797785,196.95621212559323,90.81365023047387,29.34170093699369,36.866102180493755,97.76381690730153,47.80336964304032,16.37150510920551,9.30437817677113,17.263036919686524,66.46575830019486,223.53822093355066,18.035089971079536,122.77261741227127,145.0432843691674,107.33622515458016
AOI5 Absolute Saccade Angles,169.42348975979843,48.63324297549956,-56.85319435619703,-171.54569725231022,24.00442409627147,-164.53216217415883,-13.142336803933873,24.699925280226505,123.03406695472472,-177.48463591313052,-29.941431554902636,-87.14475387498902,162.12326001169322,90.66848801060092,127.86435739109385,-13.931429751417184,-21.586487557171452,150.1622735143744,-1.9272637930287204,-36.71365596978436
AOI5 Relative Saccade Angles,59.209753215701156,74.51356266830341,65.30749710388682,15.550121348581683,8.536586270430274,28.61017462977507,142.15773791583962,81.66585832550182,120.5187028678552,32.45679564177212,122.79667767991361,69.26801388668224,108.54522799890768,142.80413061950708,38.20421285748898,172.34494219424573,8.251238928454164,27.910462692596894,145.21360782324436,
