,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
AOI3 Saccade Lengths,143.71282182280004,70.17422485297756,41.84894601648614,27.721010136069225,16.463655633088635,8.413840684461348,81.44705693230205,39.62622549392077,60.784770681559216,148.46755688411068,73.8278513604967,81.87398004904189,63.93448746154285,67.47937497312692,61.87594775374088,19.798257906090463,91.34981093927537,40.532392650746004,50.54541772198974,44.65896368401051,95.2959901158189,64.31683958943795,76.76411063242067,56.93510352452086,55.42369031133881,164.84218435885782,43.54467212202204,33.930665856888,52.88743271842528,21.8616858192592,53.97328088141186
AOI3 Absolute Saccade Angles,-176.6104357706046,-128.00991616136542,137.39491208754586,132.25426437280342,125.12327696995567,112.24251148586309,-67.79973058778933,64.87775468983789,-156.70947158735075,24.80134251332638,-83.82245875697699,98.36516042790464,-115.12072694305014,131.0270150108372,172.91714113097916,-37.688861941187284,-15.799268489632343,10.018407425770755,168.2204396668761,-131.06090768448556,25.684253325074863,-69.67242133167785,170.4057954762117,140.0938034343774,-137.54457844592324,3.7731726339527065,111.84306052208223,-173.83735987334998,176.9341303027506,174.6113007039062,-100.923652773313
AOI3 Relative Saccade Angles,131.39948039076089,85.40482824891131,174.85935228525753,172.86901259715225,167.1192345159074,0.042242073652392374,47.322514722372794,41.58722627718861,1.510814100677114,71.37619872969664,2.187619184881602,33.48588737095476,66.1477419538873,138.10987387985804,30.606003072166427,158.11040654844504,154.1823240845969,21.797967758894654,119.28134735136167,23.254838990439577,84.64332534324728,60.07821680788952,149.68800795816574,97.63838188030063,38.68224892012407,71.9301121118705,105.68042039543218,170.7714901761005,177.67717040115562,95.53495347721916,
